NONHSAG000001 DDX11L1
ENSG00000255671 NONHSAG010129
ENSG00000255672 NONHSAG008980
ENSG00000255672 NONHSAG008979
ENSG00000255680 NONHSAG007543
ENSG00000255689 NONHSAG009684
ENSG00000255689 ENSG00000255599
ENSG00000255689 NONHSAG009683
ENSG00000255723 NONHSAG038380
ENSG00000255741 NONHSAG008870
ENSG00000255745 NONHSAG010692
ENSG00000255750 NONHSAG010723
ENSG00000255750 ENSG00000256234
ENSG00000255750 RP11-283G6.4
ENSG00000255760 NONHSAG010833
ENSG00000255760 RP11-428G5.5
ENSG00000255760 NONHSAG010836
ENSG00000255774 AP000439.2
ENSG00000255790 NONHSAG010510
ENSG00000255790 PRB2
ENSG00000255801 NONHSAG010412
ENSG00000255808 NONHSAG008991
ENSG00000255811 NONHSAG000999
ENSG00000255814 NONHSAG012465
ENSG00000255839 NONHSAG012617
ENSG00000255845 NONHSAG008437
ENSG00000255847 NONHSAG009039
ENSG00000255850 NONHSAG011518
ENSG00000255856 NONHSAG012562
ENSG00000255886 NONHSAG011524
ENSG00000255893 NONHSAG009392
ENSG00000255893 MRE11A
ENSG00000255910 ENSG00000256287
ENSG00000255910 RP11-664H17.1
ENSG00000255910 NONHSAG066013
ENSG00000255910 RP11-405A12.2
ENSG00000255916 NONHSAG012803
ENSG00000255921 NONHSAG010698
ENSG00000255929 NONHSAG009396
ENSG00000255931 NONHSAG008480
ENSG00000255933 NONHSAG012780
ENSG00000255946 NONHSAG012531
ENSG00000255949 NONHSAG008800
ENSG00000255959 NONHSAG008438
ENSG00000255966 NONHSAG010310
ENSG00000255968 NONHSAG010726
ENSG00000255980 NONHSAG008889
ENSG00000255980 AP000439.3
ENSG00000255983 NONHSAG010266
ENSG00000255992 NONHSAG012791
ENSG00000255998 NONHSAG012693
ENSG00000256006 NONHSAG007801
ENSG00000256006 LDHA
ENSG00000256007 NONHSAG008992
ENSG00000256007 NONHSAG008994
ENSG00000256007 ENSG00000286555
ENSG00000256008 NONHSAG012527
ENSG00000256011 NONHSAG010544
ENSG00000256011 NONHSAG010543
ENSG00000256011 ENSG00000247498
ENSG00000256013 NONHSAG018571
ENSG00000256028 NONHSAG012594
ENSG00000256028 OGFOD2
ENSG00000256028 RP11-197N18.2
ENSG00000256034 NONHSAG009030
ENSG00000256039 NONHSAG010486
ENSG00000256039 NONHSAG010487
ENSG00000256071 NONHSAG012451
ENSG00000256072 NONHSAG011572
ENSG00000256077 NONHSAG011591
ENSG00000256083 NONHSAG011564
ENSG00000256092 NONHSAG012608
ENSG00000256116 NONHSAG008595
ENSG00000256137 NONHSAG012736
ENSG00000256139 NONHSAG012235
ENSG00000256139 ACACB
ENSG00000256149 NONHSAG012466
ENSG00000256152 NONHSAG012590
ENSG00000256155 NONHSAG010481
ENSG00000256166 NONHSAG043469
ENSG00000256166 NONHSAG043466
ENSG00000256166 NONHSAG043476
ENSG00000256185 RP11-612B6.2
ENSG00000256185 ITPR2
ENSG00000256195 NONHSAG009663
ENSG00000256196 NONHSAG008444
ENSG00000256197 NONHSAG010209
ENSG00000256197 TSPAN9
ENSG00000256199 NONHSAG011534
ENSG00000256209 ENSG00000275232
ENSG00000256209 NONHSAG012774
ENSG00000256209 ENSG00000279388
ENSG00000256209 NONHSAG012773
ENSG00000256220 NONHSAG008458
ENSG00000256226 NONHSAG010740
ENSG00000256232 NONHSAG010808
ENSG00000256234 NONHSAG010723
ENSG00000256234 ENSG00000255750
ENSG00000256234 RP11-283G6.4
ENSG00000256237 RP11-434C1.2
ENSG00000256249 NONHSAG012585
ENSG00000256256 NONHSAG010715
ENSG00000256259 NONHSAG011566
ENSG00000256268 NONHSAG011557
ENSG00000256278 NONHSAG017720
ENSG00000256278 NONHSAG071290
ENSG00000256278 ENSG00000275120
ENSG00000256286 NONHSAG012697
ENSG00000256288 NONHSAG010480
ENSG00000256292 NONHSAG012708
ENSG00000256306 ENSG00000277935
ENSG00000256306 NONHSAG010554
ENSG00000256311 NONHSAG012480
ENSG00000256312 NONHSAG012800
ENSG00000256314 NONHSAG011538
ENSG00000256315 NONHSAG009678
ENSG00000256325 NONHSAG011626
ENSG00000256325 NONHSAG011624
ENSG00000256325 MDM2
ENSG00000256343 NONHSAG012755
ENSG00000256357 NONHSAG015774
ENSG00000256357 ENSG00000289541
ENSG00000256364 NONHSAG012529
ENSG00000256377 NONHSAG010755
ENSG00000256389 NONHSAG010610
ENSG00000256417 NONHSAG010264
ENSG00000256417 NONHSAG010261
ENSG00000256417 NONHSAG010263
ENSG00000256424 NONHSAG012777
ENSG00000256442 NONHSAG010454
ENSG00000256448 NONHSAG009022
ENSG00000256452 RP11-667M19.10
ENSG00000256458 NONHSAG030304
ENSG00000256462 RP11-116G8.5
ENSG00000256462 NONHSAG061070
ENSG00000256462 CALML3-AS1
ENSG00000256469 NONHSAG009403
ENSG00000256481 NONHSAG008584
ENSG00000256481 ENSG00000256824
ENSG00000256482 NONHSAG010695
ENSG00000256484 NONHSAG012770
ENSG00000256499 NONHSAG010641
ENSG00000256504 NONHSAG010757
ENSG00000256512 NONHSAG010760
ENSG00000256512 RP11-860B13.3
ENSG00000256538 NONHSAG010868
ENSG00000256540 RP11-598F7.5
ENSG00000256540 NONHSAG010126
ENSG00000256546 AC156455.1
ENSG00000256546 NONHSAG012566
ENSG00000256564 NONHSAG010602
ENSG00000256568 NONHSAG009008
ENSG00000256569 NONHSAG012530
ENSG00000256576 NONHSAG012799
ENSG00000256577 NONHSAG010131
ENSG00000256582 NONHSAG010457
ENSG00000256588 NONHSAG007805
ENSG00000256588 NONHSAG007803
ENSG00000256596 NONHSAG012637
ENSG00000256596 NONHSAG012632
ENSG00000256603 NONHSAG009648
ENSG00000256603 NONHSAG009652
ENSG00000256615 ENSG00000255644
ENSG00000256615 NONHSAG010657
ENSG00000256632 PXMP2
ENSG00000256633 NONHSAG008988
ENSG00000256637 NONHSAG028782
ENSG00000256642 NONHSAG019269
ENSG00000256650 NONHSAG010583
ENSG00000256650 RERG
ENSG00000256654 RP11-429A20.3
ENSG00000256654 NONHSAG010257
ENSG00000256654 ENSG00000284513
ENSG00000256654 NONHSAG010260
ENSG00000256661 NONHSAG010422
ENSG00000256661 NONHSAG010419
ENSG00000256670 NONHSAG011535
ENSG00000256684 NONHSAG009430
ENSG00000256684 NONHSAG009432
ENSG00000256684 NONHSAG009431
ENSG00000256684 NONHSAG009434
ENSG00000256684 ENSG00000254587
ENSG00000256684 JRKL
ENSG00000256690 NONHSAG008553
ENSG00000256690 NONHSAG008549
ENSG00000256695 NONHSAG012513
ENSG00000256705 NONHSAG015962
ENSG00000256712 NONHSAG010501
ENSG00000256717 ENSG00000279771
ENSG00000256717 NONHSAG009687
ENSG00000256717 NONHSAG063113
ENSG00000256717 ENSG00000288020
ENSG00000256733 NONHSAG008452
ENSG00000256742 NONHSAG012549
ENSG00000256746 NONHSAG008233
ENSG00000256747 NONHSAG010758
ENSG00000256757 NONHSAG009644
ENSG00000256769 NONHSAG010190
ENSG00000256783 NONHSAG012805
ENSG00000256789 NONHSAG008566
ENSG00000256789 NONHSAG008568
ENSG00000256789 ENSG00000203520
ENSG00000256802 ENSG00000287334
ENSG00000256802 NONHSAG016385
ENSG00000256803 NONHSAG010466
ENSG00000256810 NONHSAG012765
ENSG00000256813 NONHSAG008439
ENSG00000256824 ENSG00000256481
ENSG00000256824 NONHSAG008584
ENSG00000256837 NONHSAG010182
ENSG00000256837 CACNA1C
ENSG00000256862 NONHSAG010228
ENSG00000256879 NONHSAG010643
ENSG00000256884 NONHSAG012476
ENSG00000256897 NONHSAG008229
ENSG00000256906 NONHSAG012744
ENSG00000256915 NONHSAG011558
ENSG00000256916 RP11-817J15.2
ENSG00000256916 NONHSAG009478
ENSG00000256928 NONHSAG009021
ENSG00000256940 NONHSAG008601
ENSG00000256943 ENSG00000256542
ENSG00000256943 NONHSAG012802
ENSG00000256947 NONHSAG009659
ENSG00000256948 NONHSAG010123
ENSG00000256955 NONHSAG012787
ENSG00000256967 NONHSAG010368
ENSG00000256969 NONHSAG010232
ENSG00000256972 NONHSAG009676
ENSG00000256973 NONHSAG010668
ENSG00000256973 NONHSAG010669
ENSG00000256973 C2CD5
ENSG00000256982 NONHSAG072365
ENSG00000256982 CTD-2555A7.2
ENSG00000256988 NONHSAG010255
ENSG00000256994 NONHSAG010609
ENSG00000256995 NONHSAG010681
ENSG00000256995 ENSG00000256321
ENSG00000256995 NONHSAG064617
ENSG00000256995 RP11-114G22.1
ENSG00000257000 NONHSAG012792
ENSG00000257002 NONHSAG008556
ENSG00000257004 NONHSAG010530
ENSG00000257009 NONHSAG010711
ENSG00000257022 NONHSAG010658
ENSG00000257023 NONHSAG010675
ENSG00000257025 NONHSAG012725
ENSG00000257027 NONHSAG010455
ENSG00000257027 ENSG00000284634
ENSG00000257038 NONHSAG009016
ENSG00000257042 NONHSAG010762
ENSG00000257042 NONHSAG010764
ENSG00000257048 NONHSAG010217
ENSG00000257056 NONHSAG014590
ENSG00000257058 NONHSAG008517
ENSG00000257060 NONHSAG017959
ENSG00000257060 ENSG00000288991
ENSG00000257060 RP11-326A13.1
ENSG00000257060 NONHSAG017958
ENSG00000257060 NONHSAG017966
ENSG00000257060 ENSG00000258631
ENSG00000257060 NONHSAG017962
ENSG00000257067 AP000797.3
ENSG00000257067 AP000797.4
ENSG00000257067 NONHSAG063113
ENSG00000257069 KCNK4
ENSG00000257069 RP11-783K16.10
ENSG00000257083 NONHSAG011579
ENSG00000257083 ENSG00000279310
ENSG00000257083 NONHSAG011578
ENSG00000257083 NONHSAG011576
ENSG00000257083 RP11-123O10.4
ENSG00000257084 NONHSAG010352
ENSG00000257086 NONHSAG008602
ENSG00000257095 NONHSAG012472
ENSG00000257096 NONHSAG014429
ENSG00000257105 NONHSAG010428
ENSG00000257114 NONHSAG010936
ENSG00000257114 NONHSAG010938
ENSG00000257114 ENSG00000257164
ENSG00000257120 NONHSAG014608
ENSG00000257127 NONHSAG011898
ENSG00000257127 ENSG00000266923
ENSG00000257135 NONHSAG026984
ENSG00000257137 NONHSAG011186
ENSG00000257139 NONHSAG011655
ENSG00000257165 NONHSAG011770
ENSG00000257165 NONHSAG011771
ENSG00000257165 ENSG00000257879
ENSG00000257165 NONHSAG011772
ENSG00000257176 NONHSAG010777
ENSG00000257178 NONHSAG022082
ENSG00000257178 RP11-357H14.16
ENSG00000257178 HOXB3
ENSG00000257180 NONHSAG018490
ENSG00000257180 NONHSAG018484
ENSG00000257180 RBFOX1
ENSG00000257181 NONHSAG011627
ENSG00000257191 NONHSAG011777
ENSG00000257193 NONHSAG012138
ENSG00000257202 NONHSAG012087
ENSG00000257219 NONHSAG064875
ENSG00000257219 RP11-54A9.1
ENSG00000257221 RP11-689B22.2
ENSG00000257221 NONHSAG065014
ENSG00000257222 NONHSAG012095
ENSG00000257225 NONHSAG010931
ENSG00000257228 NONHSAG010918
ENSG00000257235 NONHSAG011507
ENSG00000257239 NONHSAG010922
ENSG00000257242 NONHSAG011893
ENSG00000257252 NONHSAG011910
ENSG00000257252 NONHSAG011911
ENSG00000257252 NONHSAG011915
ENSG00000257252 ENSG00000257322
ENSG00000257252 NONHSAG011905
ENSG00000257253 NONHSAG011116
ENSG00000257256 NONHSAG011133
ENSG00000257258 NONHSAG010775
ENSG00000257261 ENSG00000275481
ENSG00000257261 NONHSAG010990
ENSG00000257261 ENSG00000278896
ENSG00000257261 NONHSAG010994
ENSG00000257261 ENSG00000272369
ENSG00000257261 NONHSAG010989
ENSG00000257261 RP11-96H19.1
ENSG00000257262 NONHSAG010785
ENSG00000257265 NONHSAG011668
ENSG00000257268 NONHSAG012291
ENSG00000257270 NONHSAG016100
ENSG00000257271 NONHSAG009996
ENSG00000257272 NONHSAG014714
ENSG00000257272 BRMS1L
ENSG00000257275 NONHSAG015806
ENSG00000257279 NONHSAG012437
ENSG00000257283 NONHSAG011940
ENSG00000257283 NONHSAG011938
ENSG00000257284 NONHSAG029445
ENSG00000257285 NONHSAG014473
ENSG00000257286 NONHSAG012355
ENSG00000257298 NONHSAG011130
ENSG00000257298 LIMA1
ENSG00000257303 NONHSAG011375
ENSG00000257303 RP11-977G19.11
ENSG00000257319 ENSG00000287386
ENSG00000257319 NONHSAG010957
ENSG00000257325 NONHSAG012066
ENSG00000257329 NONHSAG011727
ENSG00000257337 NONHSAG011211
ENSG00000257342 NONHSAG011446
ENSG00000257345 NONHSAG011902
ENSG00000257346 NONHSAG011079
ENSG00000257354 MIRLET7I
ENSG00000257354 NONHSAG011503
ENSG00000257354 ENSG00000275180
ENSG00000257366 NONHSAG018724
ENSG00000257373 NONHSAG010941
ENSG00000257379 NONHSAG064764
ENSG00000257379 NONHSAG011236
ENSG00000257379 PRR13
ENSG00000257379 RP11-793H13.8
ENSG00000257381 MIR3179-2
ENSG00000257381 NOMO3
ENSG00000257386 NONHSAG011707
ENSG00000257391 NONHSAG018699
ENSG00000257398 NONHSAG012193
ENSG00000257398 NONHSAG012194
ENSG00000257398 NONHSAG012195
ENSG00000257398 NONHSAG012196
ENSG00000257407 NONHSAG012401
ENSG00000257410 NONHSAG011680
ENSG00000257429 NONHSAG011798
ENSG00000257431 NONHSAG011821
ENSG00000257433 ENSG00000274902
ENSG00000257433 NONHSAG064717
ENSG00000257433 RP1-197B17.3
ENSG00000257434 NONHSAG011712
ENSG00000257443 NONHSAG011478
ENSG00000257443 ENSG00000286351
ENSG00000257449 NONHSAG011343
ENSG00000257452 NONHSAG012342
ENSG00000257453 NONHSAG011729
ENSG00000257456 NONHSAG010782
ENSG00000257458 NONHSAG012041
ENSG00000257470 RP11-397H6.1
ENSG00000257470 ENSG00000258131
ENSG00000257470 NONHSAG064962
ENSG00000257472 NONHSAG014652
ENSG00000257474 NONHSAG011780
ENSG00000257475 NONHSAG011210
ENSG00000257476 NONHSAG012379
ENSG00000257488 NONHSAG011026
ENSG00000257494 NONHSAG012333
ENSG00000257496 RP11-474P2.4
ENSG00000257496 NONHSAG010991
ENSG00000257497 NONHSAG011720
ENSG00000257500 NONHSAG011195
ENSG00000257507 NONHSAG011640
ENSG00000257507 NONHSAG011641
ENSG00000257507 NONHSAG011642
ENSG00000257509 NONHSAG011323
ENSG00000257509 SARNP
ENSG00000257514 NONHSAG012077
ENSG00000257519 NONHSAG012396
ENSG00000257522 NONHSAG014598
ENSG00000257522 ENSG00000257523
ENSG00000257522 NONHSAG014602
ENSG00000257523 NONHSAG014598
ENSG00000257523 ENSG00000257522
ENSG00000257526 NONHSAG011750
ENSG00000257526 NONHSAG011747
ENSG00000257526 RP11-20E24.1
ENSG00000257527 NONHSAG018757
ENSG00000257530 NONHSAG010843
ENSG00000257541 NONHSAG011466
ENSG00000257543 NONHSAG012073
ENSG00000257545 NONHSAG012177
ENSG00000257545 ENSG00000257711
ENSG00000257545 ENSG00000257918
ENSG00000257545 NONHSAG012178
ENSG00000257548 NONHSAG012187
ENSG00000257550 NONHSAG011246
ENSG00000257553 NONHSAG011351
ENSG00000257557 NONHSAG011790
ENSG00000257568 NONHSAG011500
ENSG00000257579 NONHSAG012189
ENSG00000257587 NONHSAG011701
ENSG00000257588 NONHSAG011122
ENSG00000257588 NONHSAG011120
ENSG00000257588 NONHSAG011121
ENSG00000257595 NONHSAG012302
ENSG00000257596 NONHSAG011285
ENSG00000257605 NONHSAG011230
ENSG00000257605 RP11-680A11.5
ENSG00000257607 NONHSAG046754
ENSG00000257607 C7orf50
ENSG00000257614 NONHSAG014717
ENSG00000257622 JAG2
ENSG00000257622 RP11-44N21.4
ENSG00000257634 NONHSAG011303
ENSG00000257636 NONHSAG014616
ENSG00000257647 NONHSAG016306
ENSG00000257653 NONHSAG011055
ENSG00000257657 NONHSAG010963
ENSG00000257663 NONHSAG011181
ENSG00000257671 NONHSAG011190
ENSG00000257677 NONHSAG011760
ENSG00000257677 NONHSAG011761
ENSG00000257681 NONHSAG012123
ENSG00000257682 NONHSAG011698
ENSG00000257682 ENSG00000258294
ENSG00000257683 NONHSAG012407
ENSG00000257698 NONHSAG011461
ENSG00000257703 NONHSAG012115
ENSG00000257703 NONHSAG012114
ENSG00000257718 NONHSAG010892
ENSG00000257729 NONHSAG011827
ENSG00000257732 NONHSAG012140
ENSG00000257735 NONHSAG011042
ENSG00000257746 NONHSAG011908
ENSG00000257748 NONHSAG014592
ENSG00000257750 NONHSAG011700
ENSG00000257756 NONHSAG010786
ENSG00000257759 ADAM20P1
ENSG00000257759 NONHSAG015348
ENSG00000257764 NONHSAG011636
ENSG00000257769 NONHSAG018704
ENSG00000257769 C16orf45
ENSG00000257781 NONHSAG012405
ENSG00000257781 NONHSAG012406
ENSG00000257784 NONHSAG010921
ENSG00000257787 ENSG00000286021
ENSG00000257808 NONHSAG011219
ENSG00000257809 NONHSAG011361
ENSG00000257815 NONHSAG011653
ENSG00000257815 RP11-320P7.1
ENSG00000257815 NONHSAG011658
ENSG00000257815 RP11-611E13.2
ENSG00000257817 NONHSAG012388
ENSG00000257824 NONHSAG011300
ENSG00000257826 NONHSAG014721
ENSG00000257830 NONHSAG011191
ENSG00000257831 NONHSAG014643
ENSG00000257835 NONHSAG011762
ENSG00000257835 NAV3
ENSG00000257839 RP11-290L1.2
ENSG00000257839 NONHSAG011729
ENSG00000257842 NONHSAG014577
ENSG00000257842 RP11-384J4.1
ENSG00000257842 NONHSAG014575
ENSG00000257842 NONHSAG014579
ENSG00000257842 ENSG00000258081
ENSG00000257860 NONHSAG012116
ENSG00000257863 NONHSAG011892
ENSG00000257869 NONHSAG014584
ENSG00000257870 NONHSAG011305
ENSG00000257878 NONHSAG011987
ENSG00000257878 NONHSAG011989
ENSG00000257878 ENSG00000257715
ENSG00000257880 NONHSAG011495
ENSG00000257883 ENSG00000257654
ENSG00000257883 NONHSAG012429
ENSG00000257883 RP11-497G19.1
ENSG00000257891 NONHSAG014323
ENSG00000257893 NONHSAG011891
ENSG00000257894 NONHSAG011778
ENSG00000257900 NONHSAG014846
ENSG00000257904 NONHSAG014610
ENSG00000257906 NONHSAG011006
ENSG00000257910 NONHSAG011755
ENSG00000257913 NONHSAG011071
ENSG00000257924 NONHSAG011005
ENSG00000257925 NONHSAG011000
ENSG00000257947 NONHSAG010954
ENSG00000257947 NONHSAG010953
ENSG00000257948 NONHSAG011775
ENSG00000257953 NONHSAG011458
ENSG00000257959 NONHSAG014312
ENSG00000257985 NONHSAG011035
ENSG00000257986 RP11-314P15.2
ENSG00000257986 NONHSAG069098
ENSG00000257989 NONHSAG011185
ENSG00000257989 RP1-288H2.2
ENSG00000257997 ENSG00000257603
ENSG00000257997 RP11-100F15.1
ENSG00000257997 NONHSAG012375
ENSG00000258001 NONHSAG011426
ENSG00000258007 NONHSAG012067
ENSG00000258010 NONHSAG017616
ENSG00000258010 ENSG00000287813
ENSG00000258017 NONHSAG011084
ENSG00000258017 RP11-386G11.10
ENSG00000258017 NONHSAG011086
ENSG00000258026 NONHSAG011804
ENSG00000258034 NONHSAG012409
ENSG00000258035 NONHSAG011941
ENSG00000258038 NONHSAG014595
ENSG00000258038 NONHSAG068668
ENSG00000258038 CTD-2384A14.1
ENSG00000258038 RP11-148E17.1
ENSG00000258038 ENSG00000258028
ENSG00000258039 NONHSAG012044
ENSG00000258044 NONHSAG011789
ENSG00000258048 NONHSAG011785
ENSG00000258050 NONHSAG015033
ENSG00000258053 NONHSAG011670
ENSG00000258053 NONHSAG011669
ENSG00000258053 ENSG00000257454
ENSG00000258056 RP11-644F5.11
ENSG00000258056 NONHSAG066253
ENSG00000258068 NONHSAG010933
ENSG00000258068 PRICKLE1
ENSG00000258077 NONHSAG011726
ENSG00000258077 ENSG00000258088
ENSG00000258077 NONHSAG011724
ENSG00000258077 RP11-114H23.1
ENSG00000258084 NONHSAG011769
ENSG00000258086 ENSG00000257477
ENSG00000258086 NONHSAG011291
ENSG00000258086 ENSG00000258137
ENSG00000258086 RP11-753H16.5
ENSG00000258096 NONHSAG010986
ENSG00000258098 NONHSAG014564
ENSG00000258100 NONHSAG011888
ENSG00000258101 NONHSAG011089
ENSG00000258107 NONHSAG014603
ENSG00000258108 NONHSAG012400
ENSG00000258114 NONHSAG006954
ENSG00000258115 NONHSAG011684
ENSG00000258117 NONHSAG011511
ENSG00000258119 NONHSAG010888
ENSG00000258121 NONHSAG011047
ENSG00000258122 NONHSAG019699
ENSG00000258122 NAE1
ENSG00000258136 NONHSAG012191
ENSG00000258140 NONHSAG011633
ENSG00000258144 NONHSAG010896
ENSG00000258162 NONHSAG011808
ENSG00000258167 NONHSAG010913
ENSG00000258168 NONHSAG011665
ENSG00000258172 NONHSAG011943
ENSG00000258175 NONHSAG014587
ENSG00000258177 NONHSAG011995
ENSG00000258181 NONHSAG011002
ENSG00000258183 NONHSAG011878
ENSG00000258185 ENSG00000289369
ENSG00000258185 NONHSAG011841
ENSG00000258197 ENSG00000289590
ENSG00000258197 NONHSAG031425
ENSG00000258199 NONHSAG011364
ENSG00000258199 SMARCC2
ENSG00000258203 NONHSAG011034
ENSG00000258210 ANAPC7
ENSG00000258210 ARPC3
ENSG00000258210 RP11-478C19.2
ENSG00000258214 NONHSAG011482
ENSG00000258220 NONHSAG011768
ENSG00000258225 NONHSAG011766
ENSG00000258231 NONHSAG011474
ENSG00000258231 NONHSAG011472
ENSG00000258231 NONHSAG011473
ENSG00000258232 NONHSAG011090
ENSG00000258234 NONHSAG011041
ENSG00000258253 NONHSAG011194
ENSG00000258253 NONHSAG011195
ENSG00000258256 ENSG00000257962
ENSG00000258256 NONHSAG050659
ENSG00000258260 NONHSAG011371
ENSG00000258272 NONHSAG012002
ENSG00000258272 NONHSAG012001
ENSG00000258274 NONHSAG011931
ENSG00000258283 NONHSAG011070
ENSG00000258294 NONHSAG011698
ENSG00000258294 ENSG00000257682
ENSG00000258294 NONHSAG011696
ENSG00000258294 NONHSAG011699
ENSG00000258303 NONHSAG011937
ENSG00000258303 NONHSAG011935
ENSG00000258303 CRADD
ENSG00000258308 NONHSAG012092
ENSG00000258312 NONHSAG012019
ENSG00000258314 NONHSAG014327
ENSG00000258317 NONHSAG011355
ENSG00000258317 NONHSAG011356
ENSG00000258317 ENSG00000258345
ENSG00000258323 NONHSAG012328
ENSG00000258331 NONHSAG010943
ENSG00000258334 NONHSAG011092
ENSG00000258337 NONHSAG012414
ENSG00000258337 MED13L
ENSG00000258343 NONHSAG011979
ENSG00000258343 NONHSAG011975
ENSG00000258343 NONHSAG011978
ENSG00000258344 NONHSAG011287
ENSG00000258344 HNRNPA1
ENSG00000258344 NONHSAG011290
ENSG00000258344 NONHSAG011286
ENSG00000258344 COPZ1
ENSG00000258346 RP11-148B3.2
ENSG00000258346 NONHSAG065064
ENSG00000258364 NONHSAG014317
ENSG00000258364 NONHSAG014316
ENSG00000258365 NONHSAG011944
ENSG00000258377 NONHSAG014877
ENSG00000258378 NONHSAG015112
ENSG00000258379 NONHSAG015850
ENSG00000258380 NONHSAG015673
ENSG00000258383 NONHSAG015867
ENSG00000258384 NONHSAG017910
ENSG00000258390 NONHSAG015800
ENSG00000258393 NONHSAG015842
ENSG00000258394 NONHSAG014812
ENSG00000258394 NONHSAG014813
ENSG00000258394 ENSG00000258850
ENSG00000258399 NONHSAG069030
ENSG00000258399 MEG8
ENSG00000258402 NONHSAG015515
ENSG00000258402 NONHSAG015517
ENSG00000258404 NONHSAG015954
ENSG00000258404 RP11-1029J19.5
ENSG00000258410 NONHSAG016196
ENSG00000258412 NONHSAG015812
ENSG00000258413 NONHSAG015036
ENSG00000258416 NONHSAG015579
ENSG00000258419 NONHSAG015574
ENSG00000258422 NONHSAG015343
ENSG00000258422 NONHSAG015341
ENSG00000258424 NONHSAG015692
ENSG00000258425 NONHSAG015464
ENSG00000258426 NONHSAG015612
ENSG00000258426 RP11-452D21.1
ENSG00000258428 NONHSAG015066
ENSG00000258430 RP11-982M15.2
ENSG00000258433 NONHSAG017986
ENSG00000258435 NONHSAG012547
ENSG00000258437 NONHSAG015707
ENSG00000258443 NONHSAG015418
ENSG00000258443 HEATR4
ENSG00000258449 NONHSAG010704
ENSG00000258451 NONHSAG014380
ENSG00000258454 NONHSAG015510
ENSG00000258455 NONHSAG015039
ENSG00000258457 NONHSAG014475
ENSG00000258458 NONHSAG014461
ENSG00000258458 NONHSAG014462
ENSG00000258458 NONHSAG014463
ENSG00000258460 NONHSAG015945
ENSG00000258464 NONHSAG014509
ENSG00000258471 NONHSAG014394
ENSG00000258478 NONHSAG015571
ENSG00000258481 NONHSAG015745
ENSG00000258483 NONHSAG018042
ENSG00000258487 ENSG00000259126
ENSG00000258487 NONHSAG014825
ENSG00000258489 NONHSAG017994
ENSG00000258497 NONHSAG015944
ENSG00000258499 NONHSAG015757
ENSG00000258504 NONHSAG015899
ENSG00000258507 NONHSAG037446
ENSG00000258511 NONHSAG015854
ENSG00000258515 NONHSAG014369
ENSG00000258516 NONHSAG015807
ENSG00000258520 NONHSAG015319
ENSG00000258521 NONHSAG015905
ENSG00000258521 NONHSAG015904
ENSG00000258521 ENSG00000258666
ENSG00000258525 NONHSAG014629
ENSG00000258526 NONHSAG014795
ENSG00000258526 NONHSAG014791
ENSG00000258526 RP11-111A21.1
ENSG00000258526 NONHSAG014792
ENSG00000258526 NONHSAG014793
ENSG00000258526 NONHSAG068728
ENSG00000258526 NONHSAG014794
ENSG00000258532 NONHSAG015614
ENSG00000258534 NONHSAG016037
ENSG00000258535 NONHSAG014951
ENSG00000258551 NONHSAG017923
ENSG00000258551 RP11-661P17.1
ENSG00000258553 NONHSAG015139
ENSG00000258553 NONHSAG015140
ENSG00000258554 NONHSAG011337
ENSG00000258554 PMEL
ENSG00000258556 NONHSAG015153
ENSG00000258558 NONHSAG014624
ENSG00000258559 NONHSAG015454
ENSG00000258559 ABCD4
ENSG00000258560 NONHSAG015882
ENSG00000258561 NONHSAG015257
ENSG00000258561 RP11-72M17.1
ENSG00000258569 NONHSAG015523
ENSG00000258573 NONHSAG014375
ENSG00000258580 NONHSAG014658
ENSG00000258586 NONHSAG015438
ENSG00000258592 NONHSAG015079
ENSG00000258592 NONHSAG015077
